id	name_es	name_en	country_id
CH-OW	Obwalden	Obwalden	CH
CH-SG	Sankt Gallen	Sankt Gallen	CH
CH-SH	Schaffhausen	Schaffhausen	CH
CH-SO	Solothurn	Solothurn	CH
CH-SZ	Schwyz	Schwyz	CH
CH-TG	Thurgau	Thurgau	CH
CH-TI	Ticino	Ticino	CH
CH-UR	Uri	Uri	CH
CH-VD	Vaud	Vaud	CH
CH-VS	Valais	Valais	CH
CH-ZG	Zug	Zug	CH
CH-ZH	Zúrich	Zurich	CH
CI-01	Lagunes	Lagunes	CI
CI-02	Haut-Sassandra	Haut-Sassandra	CI
CI-03	Savanes	Savanes	CI
CI-04	Vallée Du Bandama	Vallée Du Bandama	CI
CI-05	Comoé Medio	Middle Comoé	CI
CI-06	Dix-Huit Montagnes	Dix-Huit Montagnes	CI
CI-07	Lacs	Lacs	CI
CI-08	Zanzan	Zanzan	CI
CI-09	Bas-Sassandra	Bas-Sassandra	CI
CI-10	Denguele	Denguélé	CI
CI-11	N'Zi-Comoé	N'Zi-Comoé	CI
CI-12	Marahoué	Marahoué	CI
CI-13	Sur Comoé	South Comoé	CI
CI-14	Worodougou	Worodougou	CI
CI-15	Sud-Bandama	Sud-Bandama	CI
CI-16	Agnéby	Agnéby	CI
CI-17	Bafing	Bafing	CI
CI-18	Fromager	Fromager	CI
CI-19	Moyen-Cavally	Moyen-Cavally	CI
CK-0	Aitutaki	Aitutaki	CK
CK-1	Atiu	Atiu	CK
CK-10	Pukapuka	Pukapuka	CK
CK-11	Rakahanga	Rakahanga	CK
CK-2	Avarua	Avarua	CK
CK-3	Mangaia	Mangaia	CK
CK-4	Manihiki	Manihiki	CK
CK-5	Ma'Uke	Ma'Uke	CK
CK-6	Mitiaro	Mitiaro	CK
CK-7	Nassau	Nassau	CK
CK-8	Palmerston	Palmerston	CK
CK-9	Penrhyn	Penrhyn	CK
CL-11	Marga-Marga	Marl-Marl	CL
CL-AI	Aisén Del General Carlos Ibáñez Del Campo	Aisen Of General Carlos Ibáñez Of The Field	CL
CL-AN	Antofagasta	Antofagasta	CL
CL-AP	Arica Y Parinacota	Arica Y Parinacota	CL
CL-AR	Araucanía	Araucanía	CL
CL-AT	Atacama	Atacama	CL
CL-BI	Bío-Bío	Bio-Bio	CL
CL-CO	Coquimbo	Coquimbo	CL
CL-LI	Libertador General Bernardo O'Higgins	Libertador General Bernardo O'Higgins	CL
CL-LL	Los Lagos	The Lakes	CL
CL-LR	Los Ríos	The Rivers	CL
CL-MA	Magallanes Y Antartica Chilena	Magallanes And	CL
CL-ML	Maule	Maule	CL
CL-NB	Ñuble	Ñuble	CL
CL-RM	Región Metropolitana De Santiago	Santiago Metropolitan Region	CL
CL-TA	Tarapacá	Tarapaca	CL
CL-VS	Valparaíso	Valparaiso	CL
CM-AD	Adamawa	Adamawa	CM
CM-CE	Centro	Center	CM
CM-EN	Extremo Norte	Far North	CM
CM-ES	Oriente	East	CM
CM-LT	Orilla	Littoral	CM
CM-NO	Norte	North	CM
CM-NW	Noroeste	North West	CM
CM-OU	Oeste	Where Is	CM
CM-SU	Sur	South	CM
CM-SW	Sudoeste	South West	CM
CN-AH	Anhui	Anhui	CN
CN-BJ	Pekín	Beijing	CN
CN-CQ	La Ciudad De Chongqing	Chongqing	CN
CN-FJ	Provincia De Fujian	Fujian Province	CN
CN-GD	Guangdong	Guangdong	CN
CN-GS	Provincia De Gansu	Gansu Province	CN
CN-GX	Guangxi Zhuang	Guangxi Zhuang	CN
CN-GZ	Guizhou	Guizhou	CN
CN-HA	Shanghai	Henan	CN
CN-HB	Hubei	Hubei Province	CN
CN-HE	Hebei	Hebei	CN
CN-HI	Hainan	Hainan	CN
CN-HK	Rae De Hong Kong	Hong Kong Sar	CN
CN-HL	Heilongjiang	Heilongjiang	CN
CN-HN	Hunan	Hunan	CN
CN-JL	Jilin	Jilin	CN
CN-JS	Provincia De Jiangsu	Jiangsu Province	CN
CN-JX	Provincia De Jiangxi	Jiangxi Province	CN
CN-LN	Provincia De Liaoning	Liaoning Province	CN
CN-MO	Macao, Región Administrativa Especial	Macao Special Administrative Region	CN
CN-NM	Mongolia Interior	Inner Mongolia	CN
CN-NX	Ningxia Hui	Ningxia Hui	CN
CN-QH	Qinghai	Qinghai	CN
CN-SC	La Provincia De Sichuan	Sichuan Province	CN
CN-SD	Shandong	Shandong	CN
CN-SH	Shanghai	Shanghai	CN
CN-SN	La Provincia De Shanxi	Shanxi Province	CN
CN-SX	Shanxi	Shanxi	CN
CN-TJ	Tianjin	Tianjin	CN
CN-TW	Taiwán	Taiwan	CN
CN-XJ	Xinjiang Uygur	Xinjiang Uygur	CN
CN-XZ	Tíbet	Tibet	CN
CN-YN	Yunnan	Yunnan	CN
CN-ZJ	Zhejiang	Zhejiang	CN
CO-AMA	Amazonas	Amazon	CO
CO-ANT	Antioquia	Antioquia	CO
CO-ARA	Arauca	Arauca	CO
CO-ATL	Atlántico	Atlántico	CO
CO-BOL	Bolívar	Bolivar	CO
CO-BOY	Boyacá	Boyacá	CO
CO-CAL	Caldas	Caldas	CO
CO-CAQ	Caquetá	Caqueta	CO
CO-CAS	Casanare	Casanare	CO
CO-CAU	Cauca	Cauca	CO
CO-CES	Cesar	Cesar	CO
CO-CHO	Chocó	Chocó	CO
CO-COR	Córdoba	Cordova	CO
CO-CUN	Cundinamarca	Cundinamarca	CO
CO-DC	Bogotá	Bogotá	CO
CO-GUA	Guainía	Guainía	CO
CO-GUV	Guaviare	Guaviare	CO
CO-HUI	Huila	Huila	CO
CO-LAG	La Guajira	La Guajira	CO
CO-MAG	Magdalena	Magdalena	CO
CO-MET	Meta	Meta	CO
CO-NAR	Nariño	Nariño	CO
CO-NSA	Norte De Santander	North Of Santander	CO
CO-PUT	Putumayo	Putumayo	CO
CO-QUI	Quindío	Quindio	CO
CO-RIS	Risaralda	Risaralda	CO
CO-SAN	Santander	Santander	CO
CO-SAP	Archipiélago De San Andrés	San Andrés Archipelago	CO
CO-SUC	Sucre	Sucre	CO
CO-TOL	Tolima	Tolima	CO
CO-VAC	Valle Del Cauca	Cauca'S Valley	CO
CO-VAU	Vaupés	Vaupes	CO
CO-VID	Vichada	Vichada	CO
CR-1	San José	Saint Joseph	CR
CR-2	Alajuela	Alajuela	CR
CR-3	Cartago	Cartago	CR
CR-4	Heredia	Heredia	CR
CR-5	Guanacaste	Guanacaste	CR
CR-6	Puntarenas	Puntarenas	CR
CR-7	Limón	Lemon	CR
CU-01	Pinar Del Río	Pinar Del Río	CU
CU-03	La Habana	Havana	CU
CU-04	Matanzas	Matanzas	CU
CU-05	Villa Clara	Villa Clara	CU
CU-06	Cienfuegos	Cienfuegos	CU
CU-07	Sancti Spíritus	Sancti Spiritus	CU
CU-08	Ciego De Ávila	Ciego De Avila	CU
CU-09	Camagüey	Camagüey	CU
CU-10	Las Tunas	Las Tunas	CU
CU-11	Holguín	Holguin	CU
CU-12	Granma	Granma	CU
CU-13	Santiago De Cuba	Santiago De Cuba	CU
CU-14	Guantánamo	Guantánamo	CU
CU-15	Artemisa	Sagebrush	CU
CU-16	Mayabeque	Mayabeque	CU
CU-99	Isla De La Juventud	Isla De La Juventud	CU
CV-BR	Brava	Brava	CV
CV-BV	Boa Vista	Boa Vista	CV
CV-CA	Santa Catarina	Santa Catarina	CV
CV-CR	Santa Cruz	Holy Cross	CV
CV-CS	Calheta De San Miguel	Calheta De São Miguel	CV
CV-MA	Maio	Maio	CV
CV-MO	Mosteiros	Mosteiros	CV
CV-PA	Paúl	Paúl	CV
CV-PN	Porto Novo	Porto Novo	CV
CV-PR	Praia	Praia	CV
CV-RB	Ribeira Brava	Ribeira Brava	CV
CV-RG	Ribeira Grande	Ribeira Grande	CV
CV-SD	Sao Domingos	Saint Domingos	CV
CV-SF	São Filipe	São Filipe	CV
CV-SL	Sal	Sal	CV
CV-SN	São Nicolau	São Nicolau	CV
CV-SV	São Vicente	São Vicente	CV
CV-TA	Tarrafal	Tarrafal	CV
CV-TS	Tarrafal De São Nicolau	Tarrafal De São Nicolau	CV
CW-CW	Curacao	Curacao	CW
CX-CX	Isla De Navidad	Christmas Island	CX
CY-01	Nicosia	Nicosia	CY
CY-02	Limassol	Limassol	CY
CY-03	Larnaca	Larnaca	CY
CY-04	Famagusta	Famagusta	CY
CY-05	Paphos	Paphos	CY
CY-06	Keryveia	Keryveia	CY
CZ-10	Praga	Prague	CZ
CZ-20	Región Centro	Central Bohemian Region	CZ
CZ-31	Región De Bohemia Del Sur	South Bohemian Region	CZ
CZ-32	Región De Pilsen	Pilsen Region	CZ
CZ-41	Carlsbad	Karlovy Vary Region	CZ
CZ-42	Usti Región	Usti Region	CZ
CZ-51	Región De Liberec	Liberec Region	CZ
CZ-52	Región De Hradec Králové	Hradec Kralove Region	CZ
CZ-53	Región De Pardubice	Pardubice Region	CZ
CZ-63	Vysocina Región	Highlands Region	CZ
CZ-64	Región Sur De Moravia	South-Moravian Region	CZ
CZ-71	Región De Olomouc	Olomouc Region	CZ
CZ-72	Región De Zlin	Zlín Region	CZ
CZ-80	Moravia-Silesia	Moravian-Silesian Region	CZ
DE-BB	Brandenburgo	Brandenburg	DE
DE-BE	Berlín	Berlin	DE
DE-BW	Baden-Wurttemberg	Baden-Wurttemberg	DE
DE-BY	Baviera	Bavaria	DE
DE-HB	Bremen	Bremen	DE
DE-HE	Hesse	Hesse	DE
DE-HH	Hamburgo	Hamburg	DE
DE-MV	Mecklenburg-Vorpommern	Mecklenburg-Vorpommern	DE
DE-NI	Baja Sajonia	Lower Saxony	DE
DE-NW	Renania Del Norte-Westfalia	North Rhine-Westphalia	DE
DE-RP	Rheinland-Pfalz	Rheinland-Pfalz	DE
DE-SH	Schleswig-Holstein	Schleswig-Holstein	DE
DE-SL	Sarre	Saarland	DE
DE-SN	Sajonia	Saxony	DE
DE-ST	Sajonia-Anhalt	Saxony-Anhalt	DE
DE-TH	Turingia	Thuringia	DE
DJ-AR	Arta	Arta	DJ
DJ-AS	Ali Sabieh	Ali Sabieh	DJ
DJ-DI	Dikhil	Dikhil	DJ
DJ-OB	Obock	Obock	DJ
DJ-TA	Tadjourah	Tadjourah	DJ
DK-81	Jutlandia Del Norte	North Jutland	DK
DK-82	Midtjylland	Midtjylland	DK
DK-83	Syddanmark	Syddanmark	DK
DK-84	Copenhague	Copenhagen	DK
DK-85	Zelandia	Zealand	DK
DK-FO-01	Islas Del Norte	Northern Isles	DK
DK-FO-02	Sando	Sando	DK
DK-FO-03	Streamsey	Streamsey	DK
DK-FO-04	Sudero	Suderø	DK
DK-FO-05	Vagar	Vagar	DK
DK-FO-06	Østerø	Østerø	DK
DK-GL-KU	Kujalleq	Kujalleq	DK
DK-GL-QA	Qaasuitsup	Qaasuitsup	DK
DK-GL-QE	Qeqqata	Qeqqata	DK
DK-GL-SM	Sermersooq	Sermersooq	DK
DM-02	Parroquia De Saint Andrew	Saint Andrew Parish	DM
DM-03	Parroquia De Saint David	Saint David Parish	DM
DM-04	Parroquia De Saint George	Saint George Parish	DM
DM-05	Parroquia De Saint John	Saint John Parish	DM
DM-06	Parroquia San José	Saint Joseph Parish	DM
DM-07	Parroquia San Lucas	Saint Luke Parish	DM
DM-08	Parroquia San Marcos	Saint Mark Parish	DM
DM-09	Parroquia San Patricia	Saint Patrick Parish	DM
DM-10	Parroquia De Saint Paul	Saint Paul Parish	DM
DM-11	Parroquia San Pedro	Saint Peter Parish	DM
DO-01	Distrito Nacional	National District	DO
DO-02	Cibao Central	Cibao Central	DO
DO-04	Norcentral	North Central	DO
DO-34	Nordeste	Northeast	DO
DO-35	Norte	North	DO
DO-37	Del Valle	From The Valley	DO
DO-38	Enriquillo	Enriquillo	DO
DO-42	Valdesia	Valdesia	DO
DZ-01	Adrar	Adrar	DZ
DZ-02	Chlef	Chlef	DZ
DZ-03	Laghouat	Laghouat	DZ
DZ-04	Oum El Bouaghi	Oum El Bouaghi	DZ
DZ-05	Batna	Batna	DZ
DZ-06	Bejaia	Bejaia	DZ
DZ-07	Biskra	Biskra	DZ
DZ-08	Bashar	Bashar	DZ
DZ-09	Blida	Blida	DZ
DZ-10	Bouira	Bouira	DZ
DZ-11	Tamanrasset	Tamanrasset	DZ
DZ-12	Tebessa	Tebessa	DZ
DZ-13	Tlemcen	Tlemcen	DZ
DZ-14	Tiaret	Tiaret	DZ
DZ-15	Tizi Ouzou	Tizi Ouzou	DZ
DZ-16	Argelia	Algeria	DZ
DZ-17	Djelfa	Djelfa	DZ
DZ-18	Jijel	Jijel	DZ
DZ-19	Sétif	Sétif	DZ
DZ-20	Saïda	Saïda	DZ
DZ-21	Skikda	Skikda	DZ
DZ-22	Sidi Bel Abbes	Sidi Bel Abbes	DZ
DZ-23	Annaba	Annaba	DZ
DZ-24	Guelma	Guelma	DZ
DZ-25	Constantino	Constantine	DZ
DZ-26	Medea	Medea	DZ
DZ-27	Mostaganem	Mostaganem	DZ
DZ-28	M'Sila	M'Sila	DZ
DZ-29	Mascara	Mascara	DZ
DZ-30	Ouargla	Ouargla	DZ
DZ-31	Oran	Oran	DZ
DZ-32	El Bayadh	El Bayadh	DZ
DZ-33	Elezi	Elezi	DZ
DZ-34	Bordj Bou Arréridj	Bordj Bou Arréridj	DZ
DZ-35	Boumerdes	Boumerdes	DZ
DZ-36	Taref	Taref	DZ
DZ-37	Tinduf	Tindouf	DZ
DZ-38	Tsmcilt	Tsmcilt	DZ
DZ-39	El Oued	El Oued	DZ
DZ-40	Khenchela	Khenchela	DZ
DZ-41	Souk Ahras	Souk Ahras	DZ
DZ-42	Tipaza	Tipaza	DZ
DZ-43	Mila	Mila	DZ
DZ-44	Ain Defla	Ain Defla	DZ
DZ-45	Naama	Naama	DZ
DZ-46	Ain Temouchent	Ain Temouchent	DZ
DZ-47	Ghardaia	Ghardaia	DZ
DZ-48	Relizane	Relizane	DZ
EC-A	Azuay	Azuay	EC
EC-B	Bolívar	Bolivar	EC
EC-C	Carchi	Carchi	EC
EC-D	Orellana	Orellana	EC
EC-E	Esmeraldas	Emeralds	EC
EC-F	Cañar	Cañar	EC
EC-G	Guayas	Guayas	EC
EC-H	Chimborazo	Chimborazo	EC
EC-I	Imbabura	Imbabura	EC
EC-L	Loja	Loja	EC
EC-M	Manabí	Manabi	EC
EC-N	Napo	I Napo	EC
EC-O	El Oro	Gold	EC
EC-P	Pichincha	Pichincha	EC
EC-R	Los Ríos	The Rivers	EC
EC-S	Morona-Santiago	Morona-Santiago	EC
EC-SD	Santo Domingo De Los Tsáchilas	Santo Domingo De Los Tsáchilas	EC
EC-SE	Santa Elena	St. Helen	EC
EC-T	Tungurahua	Tungurahua	EC
EC-U	Sucumbíos	Sucumbíos	EC
EC-W	Galápagos	Galapagos	EC
EC-X	Cotopaxi	Cotopaxi	EC
EC-Y	Pastaza	Pastaza	EC
EC-Z	Zamora-Chinchipe	Zamora-Chinchipe	EC
EE-37	Harju	Harju	EE
EE-39	Hiiumaa	Hiiumaa	EE
EE-44	Condado De Ida-Viru	Ida-Viru County	EE
EE-49	Jõgevamaa	Jõgevamaa	EE
EE-51	Järvamaa	Järvamaa	EE
EE-57	Läänemaa	Läänemaa	EE
EE-59	Condado De West-Viru	West-Viru County	EE
EE-65	Põlvamaa	Põlvamaa	EE
EE-67	Pärnumaa	Pärnumaa	EE
EE-70	Raplamaa	Raplamaa	EE
EE-74	Saaremaa	Saaremaa	EE
EE-78	Tartumaa	Tartumaa	EE
EE-82	Valga	Valga	EE
EE-84	Viljandi	Viljandi	EE
EE-86	Võrumaa	Võrumaa	EE
EG-ALX	Alejandría	Alexandria	EG
EG-ASN	Asuán	Aswan	EG
EG-AST	Assiut	Asyut	EG
EG-BA	Mar Rojo	The Red Sea	EG
EG-BH	Al BuḩAyrah	Al BuḩAyrah	EG
EG-BNS	Beni Suef	Bani Sweif	EG
EG-C	El Cairo	Cairo	EG
EG-DK	Dakahlia	Dakahlia	EG
EG-DT	Damietta	Damietta	EG
EG-FYM	Fayoum	Fayoum	EG
EG-GH	Occidental	Western	EG
EG-GZ	Giza	Giza	EG
EG-IS	Ismailia	Ismailia	EG
EG-JS	Sinaí Del Sur	South Of Sinaa	EG
EG-KB	Qaliubiya	Qaliubiya	EG
EG-KFS	Kafr El Sheikh	Kafr El Sheikh	EG
EG-KN	Qena	Qena	EG
EG-LX	Luxor	Luxor	EG
EG-MN	Minya	Minya	EG
EG-MNF	Monoufia	Monoufia	EG
EG-MT	Matrouh	Matrouh	EG
EG-PTS	Port Said	Port Said	EG
EG-SHG	Sohag	Sohag	EG
EG-SHR	Oriente	Eastern	EG
EG-SIN	Sinaí Del Norte	North Sinai	EG
EG-SUZ	Suez	Suez	EG
EG-WAD	Valle Nuevo	The New Valley	EG
ER-AN	Anspa Región	Anspa Region	ER
ER-DK	Zona Sur Del Mar Rojo	South Red Sea Area	ER
ER-DU	Región Sur	Southern Area	ER
ER-GB	La Región De Gash Barka	The Gash Barka Region	ER
ER-MA	Región Centro	Central Region	ER
ER-SK	Zona Del Mar Rojo Al Norte	Red Sea Area North	ER
ES-A	Alicante	Alicante	ES
ES-AB	Albacete	Albacete	ES
ES-AL	Almería	Almería	ES
ES-AN	Andalucía	Andalusia	ES
ES-AR	Aragón	Aragon	ES
ES-AS	Asturias	Asturias	ES
ES-AV	Ávila	Ávila	ES
ES-B	Barcelona	Barcelona	ES
ES-BA	Badajoz	Badajoz	ES
ES-BI	Bizkaia	Bizkaia	ES
ES-BU	Burgos	Burgos	ES
ES-C	A Coruña	A Coruña	ES
ES-CA	Cádiz	Cádiz	ES
ES-CB	Cantabria	Cantabria	ES
ES-CC	Cáceres	Cáceres	ES
ES-CL	León	Lion	ES
ES-CM	La Mancha	La Mancha	ES
ES-CN	Islas Canarias	Canary Islands	ES
ES-CO	Córdoba	Cordova	ES
ES-CR	Ciudad Real	Ciudad Real	ES
ES-CS	Castellón	Castellón	ES
ES-CT	Cataluña	Catalonia	ES
ES-CU	Cuenca	Basin	ES
ES-EX	Extremadura	Estremadura	ES
ES-GA	Galicia	Galicia	ES
ES-GC	Las Palmas	Las Palmas	ES
ES-GI	Girona	Girona	ES
ES-GR	Granada	Pomegranate	ES
ES-GU	Guadalajara	Guadalajara	ES
ES-H	Huelva	Huelva	ES
ES-HU	Huesca	Huesca	ES
ES-IB	Islas Baleares	Balearic Islands	ES
ES-J	Jaén	Jaén	ES
ES-L	Lleida	Lleida	ES
ES-LE	León	Lion	ES
ES-LO	La Rioja	The Rioja	ES
ES-LU	Lugo	Lugo	ES
ES-M	Madrid	Madrid	ES
ES-MA	Málaga	Malaga	ES
ES-MC	Murcia	Murcia	ES
ES-MD	Madrid	Madrid	ES
ES-ML	Melilla	Melilla	ES
ES-MU	Murcia	Murcia	ES
ES-NA	Navarre	Navarre	ES
ES-NC	Navarra	Navarre	ES
ES-O	Asturias	Asturias	ES
ES-OR	Ourense	Ourense	ES
ES-P	Palencia	Palencia	ES
ES-PM	Illes Balears	Illes Balears	ES
ES-PO	Pontevedra	Pontevedra	ES
ES-PV	País Vasco	Basque Country	ES
ES-RI	La Rioja	The Rioja	ES
ES-S	Cantabria	Cantabria	ES
ES-SA	Salamanca	Salamanca	ES
ES-SE	Sevilla	Seville	ES
ES-SG	Segovia	Segovia	ES
ES-SO	Soria	Soria	ES
ES-SS	Gipuzkoa	Gipuzkoa	ES
ES-T	Tarragona	Tarragona	ES
ES-TE	Teruel	Teruel	ES
ES-TF	Santa Cruz De Tenerife	Santa Cruz Of Tenerife	ES
ES-TO	Toledo	Toledo	ES
ES-V	Valencia	Valencia	ES
ES-VA	Valladolid	Valladolid	ES
ES-VC	Valencia	Valencia	ES
ES-VI	Araba/Álava	Araba / Álava	ES
ES-Z	Zaragoza	Saragossa	ES
ES-ZA	Zamora	Zamora	ES
ET-AA	Addis Abeba	Addis Ababa	ET
ET-AF	Lejos	Afar	ET
ET-AM	Amhara	Amhara	ET
ET-BE	Benshangul-Gumaz	Benshangul-Gumaz	ET
ET-DD	Dire Dawa	Dire Dawa	ET
ET-GA	Gambela	Gambela	ET
ET-HA	Harari	Harari	ET
ET-OR	Oromía	Oromia	ET
ET-SN	Naciones Nacionalidades Sur Y Región De Personas	Southern Nations Nationalities And People'S Region	ET
ET-SO	Somalí	Somali	ET
ET-TI	Tigray	Tigray	ET
FI-01	Åland	Åland	FI
FI-02	Karelia del Sur	South Karelia	FI
FI-03	Ostrobotnia del Sur	Southern Ostrobothnia	FI
FI-04	Savonia del Sur	Southern Savonia	FI
FI-05	Kainuu	Kainuu	FI
FI-06	Tavastia Propia	Tavastia Proper	FI
FI-07	Ostrobotnia Central	Central Ostrobothnia	FI
FI-08	Finlandia Central	Central Finland	FI
FI-09	Kymenlaakso	Kymenlaakso	FI
FI-10	Laponia finlandesa	Lapland	FI
FI-11	Pirkanmaa	Pirkanmaa	FI
FI-12	Ostrobotnia	Ostrobothnia	FI
FI-13	Karelia del Norte	North Karelia	FI
FI-14	Ostrobotnia del Norte	Northern Ostrobothnia	FI
FI-15	Savonia del Norte	Northern Savonia	FI
FI-16	Päijänne Tavastia	Päijänne Tavastia	FI
FI-17	Satakunta	Satakunta	FI
FI-18	Uusimaa	Uusimaa	FI
FI-19	Finlandia Propia	Finland Proper	FI
FI-AL	Åland	Åland	FI
FI-ES	Finlandia Meridional	Southern Finland	FI
FI-IS	Finlandia Oriental	Eastern Finland	FI
FI-LL	Laponia	Lapland	FI
FI-LS	Finlandia Occidental	Western Finland	FI
FI-OL	Provincia De Oulu	Oulu Province	FI
FJ-01	Ba	Ba	FJ
FJ-011	Ra	Ra	FJ
FJ-02	Bua	Bua	FJ
FJ-03	Cakaudrove	Cakaudrove	FJ
FJ-04	Kadavu	Kadavu	FJ
FJ-05	Lau	Lau	FJ
FJ-06	Lomaiviti	Lomaiviti	FJ
FJ-07	Macuata	Macuata	FJ
FJ-08	Nadroga Y Navosa	Nadroga And Navosa	FJ
FJ-09	Naitasiri	Naitasiri	FJ
FJ-10	Namosi	Namosi	FJ
FJ-12	Rewa	Rewa	FJ
FJ-13	Serua	Serua	FJ
FJ-14	Tailevu	Tailevu	FJ
FJ-R	Rotuma	Rotuma	FJ
FK-0	Islas Malvinas	Falkland Islands	FK
FM-KSA	Kosrae	Kosrae	FM
FM-PNI	Pohnpei	Pohnpei	FM
FM-TRK	Chuuk	Chuuk	FM
FM-YAP	Ladrar	Yap	FM
FO-0	Bordoy	Bordoy	FO
FO-1	Eysturoy	Eysturoy	FO
FO-2	Mykines	Mykines	FO
FO-3	Sandoy	Sandoy	FO
FO-4	Skúvoy	Skúvoy	FO
FO-5	Streymoy	Streymoy	FO
FO-6	Suduroy	Suduroy	FO
FO-7	Tvoroyri	Tvoroyri	FO
FO-8	Vagar	Vagar	FO
FR-ARA	Auvernia Ródano-Alpes	Auvergne-Rhône-Alpes	FR
FR-BFC	Borgoña-Franco-Condado	Bourgogne-Franche-Comté	FR
FR-BL	San Bartolomé	Saint Barthélemy	FR
FR-BRE	Bretaña	Brittany	FR
FR-COR	Córcega	Corsica	FR
FR-CP	Clipperton	Clipperton	FR
FR-CVL	Centro-Val De Loire	Center-Val De Loire	FR
FR-GES	Great Eastern	Great Eastern	FR
FR-GF	Guayana	Guyana	FR
FR-GP	Guadalupe	Guadeloupe	FR
FR-HDF	Hauts-De-France	Hauts-De-France	FR
FR-IDF	Ile De France	Ile-De-France	FR
FR-MF	San Martín	Saint-Martin	FR
FR-MQ	Martinica	Martinique	FR
FR-NAQ	Nueva Aquitania	New Aquitaine	FR
FR-NC	Novelle Caledonia	Novelle Caledonia	FR
FR-NOR	Normandía	Normandy	FR
FR-OCC	Occitano	Occitan	FR
FR-PAC	Provenza-Alpes-Costa Azul	Provence-Alpes-Côte D'Azur	FR
FR-PDL	País Del Loira	Pays De La Loire	FR
FR-PF	Polinesia	Polynesia	FR
FR-PM	San Pedro Y Miquelón	Saint Pierre And Miquelon	FR
FR-RE	Réunion	Réunion	FR
FR-TF	Territorios Franceses Del Sur	French Southern Territories	FR
FR-WF	Wallis Y Futuna	Wallis And Futuna	FR
FR-YT	Mayotte	Mayotte	FR
GA-1	Estuario	Estuary	GA
GA-2	Haut-Ogooué	Haut-Ogooué	GA
GA-3	Medio Ogooué	Middle Ogooué	GA
GA-4	Ngounié	Ngounié	GA
GA-5	Nyanga	Nyanga	GA
GA-6	Ogooué-Ivindo	Ogooué-Ivindo	GA
GA-7	Ogooué-Lolo	Ogooué-Lolo	GA
GA-8	Ogooué-Maritime	Ogooué-Maritime	GA
GA-9	Woleu-Ntem	Woleu-Ntem	GA
GB-ABC	Armagh City, Banbridge Y Craigavon	Armagh City, Banbridge And Craigavon	GB
GB-ABD	Aberdeenshire	Aberdeenshire	GB
GB-ABE	Aberdeen City	Aberdeen City	GB
GB-AGB	Argyll And Bute	Argyll And Bute	GB
GB-AGY	Isla De Anglesey	Isle Of Anglesey	GB
GB-AND	Sdra Y El Norte De Down	Ards And North Down	GB
GB-ANN	Antrim Y Newtownabbey	Antrim And Newtownabbey	GB
GB-ANS	Angus	Angus	GB
GB-BAS	Bath Y North East Somerset	Bath And North East Somerset	GB
GB-BBD	Blackburn Con Darwen	Blackburn With Darwen	GB
GB-BDF	Bedford	Bedford	GB
GB-BDG	Barking Y Dagenham	Barking And Dagenham	GB
GB-BEN	Brent	Brent	GB
GB-BEX	Bexley	Bexley	GB
GB-BFS	Belfast	Belfast	GB
GB-BGE	Bridgend	Bridgend	GB
GB-BGW	Blaenau Gwent	Blaenau Gwent	GB
GB-BIR	Birmingham	Birmingham	GB
GB-BKM	Buckinghamshire	Buckinghamshire	GB
GB-BMH	Bournemouth	Bournemouth	GB
GB-BNE	Barnet	Barnet	GB
GB-BNH	Brighton	Brighton And Hove	GB
GB-BNS	Barnsley	Barnsley	GB
GB-BOL	Bolton	Bolton	GB
GB-BPL	Blackpool	Blackpool	GB
GB-BRC	Bracknell Forest	Bracknell Forest	GB
GB-BRD	Bradford	Bradford	GB
GB-BRY	Bromley	Bromley	GB
GB-BST	Bristol	Bristol	GB
GB-BUR	Enterrar	Bury	GB
GB-CAM	Cambridgeshire	Cambridgeshire	GB
GB-CAY	Caerphilly	Caerphilly	GB
GB-CBF	Central Bedfordshire	Central Bedfordshire	GB
GB-CCG	Costa De Causeway Y Cañadas	Causeway Coast And Glens	GB
GB-CGN	Ceredigion	Ceredigion	GB
GB-CHE	Cheshire East	Cheshire East	GB
GB-CHW	Cheshire West Y Chester	Cheshire West And Chester	GB
GB-CLD	Calderdale	Calderdale	GB
GB-CLK	Clackmannanshire	Clackmannanshire	GB
GB-CMA	Cumbria	Cumbria	GB
GB-CMD	Camden	Camden	GB
GB-CMN	Carmarthenshire	Carmarthenshire	GB
GB-CON	Cornualles	Cornwall	GB
GB-COV	Coventry	Coventry	GB
GB-CRF	Cardiff	Cardiff	GB
GB-CRY	Croydon	Croydon	GB
GB-CWY	Conwy	Conwy	GB
GB-DAL	Darlington	Darlington	GB
GB-DBY	Derbyshire	Derbyshire	GB
GB-DEN	Denbighshire	Denbighshire	GB
GB-DER	Derby	Derby	GB
GB-DEV	Devon	Devon	GB
GB-DGY	Dumfries And Galloway	Dumfries And Galloway	GB
GB-DNC	Doncaster	Doncaster	GB
GB-DND	Dundee City	Dundee City	GB
GB-DOR	Dorset	Dorset	GB
GB-DRS	Derry Y Strabane	Derry And Strabane	GB
GB-DUD	Dudley	Dudley	GB
GB-DUR	Condado De Durham	Durham County	GB
GB-EAL	Ealing	Ealing	GB
GB-EAY	East Ayrshire	East Ayrshire	GB
GB-EDH	Edimburgo	Edinburgh	GB
GB-EDU	East Dunbartonshire	East Dunbartonshire	GB
GB-ELN	East Lothian	East Lothian	GB
GB-ELS	Eilean Siar	Eilean Siar	GB
